url,date,Red SM,Blue SM,Red Team,Blue Team,Starting Team,Winning Team,First team won,Assassin,Team 1 words,Team 2 words,Assassin word,Neutral words,Turns->,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8698,7/26/2020,TheTravelling1,sti,"wrathy, SableTip","JSexton, Skeletor",Red,Blue,0,1,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8710,7/30/2020,wrathy,JSexton,"TheTravelling1, SableTip","Skeletor, sti",Red,Blue,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8714,8/1/2020,Kelvandil,Ashenai,"Hyphen-ated, viashino","drk, Glocks For Interns",Blue,Red,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8869,10/9/2020,Hyphen-ated+drk,Skeletor+viashino,"wrathy, JSexton","Glocks For Interns, Kelvandil",Red,Red,1,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8895,10/23/2020,wrathy+JSexton,Glocks For Interns+Kelvandil,"Hyphen-ated, drk","Skeletor, viashino",Blue,Red,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8922,11/11/2020,Kelvandil+viashino,wrathy+fhk,"Hyphen-ated, Skeletor, drk","JSexton, Glocks For Interns",Blue,Red,0,1,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=8940,11/20/2020,Kelvandil+viashino,wrathy+fhk,"Hyphen-ated, Skeletor, drk","JSexton, Glocks For Interns",Red,Blue,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=9005,12/2/2020,wrathy+Skeletor,JSexton+drk,"Kelvandil, viashino, Glocks For Interns","Hyphen-ated, TheTravelling1, drk",Red,Red,1,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=9219,1/25/2021,drk,JSexton,"viashino, Seeker","Glocks For Interns, Hyphen-ated",Red,Blue,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=9216,1/25/2021,Kelvandil,viashino,"wrathy, fhk","drk, Seeker",Red,Blue,0,1,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=9218,1/25/2021,wrathy,Glocks For Interns,"Kelvandil, fhk","JSexton, Hyphen-ated",Red,Blue,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=9335,3/1/2021,Hyphen-ated,SableTip,"viashino, Glocks For Interns, Kelvandil","drk, wrathy, TheTravelling1",Blue,Red,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?p=2083922#p2083922,3/19/2021,Kelvandil,TheTravelling1,"Hyphen-ated, viashino, Glocks For Interns","SableTip, drk, wrathy",Red,Red,1,1,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?p=2084940#p2084940,3/27/2021,viashino,drk,"Hyphen-ated, Glocks For Interns, Kelvandil","TheTravelling1, SableTip, wrathy",Blue,Blue,1,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?f=21&t=11031,3/16/2022,TheTravelling1,Kelvandil,"drk, Hyphen-ated","wrathy, viashino",Blue,Red,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?p=2121773#p2121773,4/15/2022,drk,wrathy,"TheTravelling1, Hyphen-ated","Kelvandil, viashino",Red,Blue,0,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?p=2122588#p2122588,4/29/2022,Hyphen-ated,viashino,"drk, TheTravelling1","Kelvandil, wrathy",Red,Red,1,,,,,,,,,,,,,,,
https://forums.goodgamery.com/viewtopic.php?p=2123601#p2123601,5/23/2022,Hyphen-ated,wrathy,"Kelvandil, TheTravelling1","viashino, drk",Red,Red,1,,,,,,,,,,,,,,,
